"Joanna Gollberg (Joanna Gollberg Stirling, Goldberg)"
"Amanda Ray Danko (Lost Cove)"
"Lena Grace"
"Hudgins Design"
"Stephanie Ellis"
"Amberly Sweetser"
"Karolyn Hudson"
"Ali Reznikoff"
"Julie Kolacki"
"Gavin Easton"
"Julie Carlson"
"Stephanie Irvine"
"Christie Calaycay (Calaycay Designs)"
"Vanessa Libby"
"Katie Ragan"
"Girl and goblin"
"Noel Yovovich"
"Myan Armbruster"
"Pamela Wright (Weathervane Jewelry)"
"Sabrina Romero"
"Lisa colby"
"Danny Wilson (The Gold Mine Fine Jewelry and Gifts)"
"Kathleen Cook"
"Erica Stankwytch Bailey"
"Elizabeth Reis Kane (EReis, E Reis, E. Reis Jewelry)"
"Tiffany Conerley"
"Stuart Nye (Stewart)"
"Rebecca Trump"
"Amy Sreb"
"Bad Shannon"
"Mark Bettis"
"April Grist"
"Jerri Bella"
"Sarah cole"
"Sarah Greene"
"Lorelle Bacon"
"Salvador Lopez"
"Botanical Tortoise Co."
"Sonia Kay"
"Melanie Merenda"
"Susan Spies"
"Susan Marie Phipps (Susan Marie Designs)"
DragonOwls
"Merrick Noyes (Inner Orbit)"
"Amanda Moss Edwards"
"Alexis Fountain"
"Joe Cottrell"
"Megan Lowe Markowitz (Beeju Creative)"
"Sarah Yribar"
"Kierra boyd"
"Alicia Armstrong"
"G.A. Pope"
"Amy Metsker"
"Parker's Karat Patch (The Karat, Woodfin)"
"Christina Nicholson"
"Jen (Age of Sail Studio)"
"Jordana Thompson (hush jewelry)"
"Janette Franich"
"MaryBeth Jones (Pippi Lane Jewelry)"
"Valerie Shrader (Melange Metals & textiles_"
"Erin Campbell"
"Kelcey Loomer"
"Mountain Soul Boutique"
"Yvette Monroe"
"Deb Karash"
"Pat Phillips"
"Adam Rackham"
"Chuck Hunner"
"Stacey Lane"
"Meg Leskanic"
"Linda Marko"
"Ricky Crull"
"Etta Marie Wasson"
"Stephanie Pitman"
"Lydia Juenger"
"Amy Brandenburg"
"Mirai Thorbjorbson"
"These Hollow Hills"
"Jennifer Kelting"
"Shelby Mihalevich"
"Kelley Chamberlain"
"Ashley Lozano"
"John Beirle"
"Kathy Goldstein"
"Nora Lynn"
"Cheryl McFalls Summey"
"Nina Kawar"
"Aubrey Cecil"
"amanda kuykendall"
"Courtney Tomchik"
"Linda Ferguson"
"Hannah Church"
"Amolia Willowsong"
"Danielle Hughes"
"Jeri Mitrani"
"Norine Whitlow (Midnight Mountain Gems)"
"Hannah Kali Black (Trollbinde)"
"Buddy Driggers"
"Bonnie Appleseed"
"Ashley Graber"
"Roberto Vengoechea"
"Lauren Pope"
"Tanya Johnson"
"Barry Summers"
"Mountain Folklore"
"Lori Jusino"
"Jolie Atkins"
"Alli Winston (Beads of Change)"
"Amy Lynn Pike"
"Jess (Blonde & Burl Wood Co)"
"Terrance Laughter (Parker's Karat Patch Jewelers)"
"Courtney Taylor"
"Moon Frahm"
"Erie Wild"
"Kyzandrha Zárate (ARThropology)"
"Nicole Avant (Mermaid’s Booty)"
"Ashton Zager"
"Bayley Wilson"
"Blue Lotus Design Studios"
"Brittni Sapper"
"Chase Hager"
"Emma Macchiarini"
"James Artis"
JipsiJunk
"Kim Adams"
"Nikki Maimes"
"Sharon Bass"
Soulku
"The Knotted Moss ( Amanda Edwards)"
"The Wild Gekko"
"Tracey Carswell"
"Tristan Dunn"
"Viola Spells"
"Alex Arrigoni (Star Fires Craft)"
"Allyson Gernandt Jewelry"
"Amanda Wakeley"
"Bob and Lucy Gibson"
"Braeden Sloan"
"Brittany Shirley"
"Caroline Roberts"
"Caroline Wilson, Line by Line Macrame"
"Chris Amman"
"Clam Creates"
"Clydescope Creations"
"Conductive Crow (Bonnie Fay)"
"Dawn Warren - Old Fort"
"The Dicey Dungeon"
"Emily Feeley (Songbird Silver)"
"Erica Grimes"
"Fae artisan designs"
"Fox and Beaux"
"Grace Jewelers - Black Mountain"
"Half Light Honey"
"Irene Semanchuk"
"Jaron Pearlman"
"Jeffrey (The Jewel of Asheville, Jeffrey Burroughs)"
"Jo Potter"
"Kai Leia Clay Studio"
"Kelli Harrell"
"Kelli Redmond (MyCatLilStudio)"
"Kitty Bryant"
"Kristin Thomas"
"Lena Adams"
"Linda Rose Nall"
"Lindsay Helm"
"Maddy Schipporeit"
"Madeline Bennett"
"Mista Whitson"
Pneumastone
"Rachelle Davis"
"Raven Wolf Jewelry"
"Roam Collective"
"Rose Petal Designs - Marion"
"Sage and Hobbs"
"Sonali Padhye"
"Steve Parker Karot Patch"
"Susan Miller"
"BeeSymmetry Designs"
"Ben Claus"
"Copper Witch Designs"
"Deb Guest"
"Deb Roberts"
"Elizabeth Walton"
"Emily Young Hopson"
"Guillermo Valseca (Moreno Mexica)"
"Julie Simon"
"Mahila Jewelry"
"Melinda Hopkins"
"Millie Weeks"
"Moreno mexico"
"Ruth Partridge (rivertown metals)"
"savanna brown"
"Spicer Greene Jewelers"
"Susan McDonough"
"Tess Dalke (fern drips)"
"The songbird silver"
"Tristian Thompson (Roam Collective)"
"Travis Bertram"
"Wendy Kay Designs"
"Yana Case"
"Ashton Ratzlaff"
"Aimee Williams"
"1888 Design"
"Andrea Johnston (Lucent Heart Designs)"
"Angela Montgomery"
"Barry Summers"
"Beaded Bones"
"Bethany Cullen"
"Bri Halloway"
"Cariana Kelley"
"Chainer Mulkey"
"Denise Legendre"
"Eliana E. Rodriguez"
"Elizabeth Macafee"
"Emily Feeley (Songbird Silver)"
"Forrest glass"
"esi hutchinson"
"Gilded Bug Jewelry"
"Greta Lutman"
"Heather Rae"
"Jeweler's Workbench"
"Joseph Rhodes"
"Klaus Spies"
"Landen Gailey"
LAZRR
"Margot Sutton"
"Matt Willig"
"Olivia De Soria"
"Rachel Wilder"
"Sarah Johnson"
"Terrie Robinson"
"Zack Tolles"
"She’s Crafty Avl"
"Solea Designs"
"Grateful Woodwork"
"Rosie McPherson"
"Barbro Bengston"
"Aaron Hill"
"Lisa Kolk"
"Greg Bryant"
"Ashley Sena"
"Cyndi Ammons"
"Sparkly Hippie (Sara)"
"Sarah Ray"
"Leigh Shultis"
"Betty Dover"
"Amy Pike"
"Candice Lengyel"
"Linda Marco"
"Clay Magik"
"Sherri Burch"
"Kim Thompson"
"Alena Applerose"
"Alexis Deal"
"Alicia Wildcatt"
"Appalachian Clay - Loran"
"Ariel Casale (LivAusKenDai)"
"Audrey Laine Sawyer"
"Ayla Macko"
"Bailey Ellege"
"Bob Travers"
"Brandon Soper"
"Brit Sumner"
"BRITTNEY SPATH"
"Cameron Spain"
"Catt Clopton"
"Chris Wright"
"Colby Durdan"
"Constance Ensner"
"Copper Goddess"
"Courtney Haney - Rivers and Roots"
"Daniel Canivet - Inspirata Vita"
"Danny Wilcox"
"Derek Hutchins"
"Devin Raber"
"Druzy Daze Jewelry"
"Elisabeth Thomas"
"Ginger Sapp"
"The Wild Ginkgo"
"Hadley Sinclair"
"Hilary Pilcher (Fox and Beaux)"
"Ilene Kay"
"Jacolyn  Campbell"
"Jake Maree"
"Jeff Smith"
"Jeffrey Buroughs"
"Jeffrey Boroughs"
"Heather Ball"
"Jenn Bird"
"Jessica Lee"
"Jessica Lee (Strong Mama Metals)"
Jew
"Jodi Sexton"
"John Moriarty"
"John Payne"
"Josh Kitchen"
"Julie Hulley"
"Carolyn Lewis"
"Ettamarie West"
"Kasi Spears"
"Kate Wildflower"
"Katherine Alexander (Katherine Simonetti or Katherine Tolini, or Katie Tolini)"
"Kathryn Muller"
"Kathy Van Kleeck"
"Kerbie Berggren"
"Kim Matsler"
"Krystal Romps"
"Kurt Zimri"
"Lara Conner"
"Laura Laughter"
Lea
"Lindsay Anderson"
"Lori Axelrod"
"Luna LoveKnot - Helana Cruz"
"Lynn Smith"
"Martha Madden"
"Mary McCall"
"Meredith Tibjash"
"Meztli Design"
"Michele Alexander"
Mora
"Morgan Williams"
"My elementality"
"Native Elements"
Noya
"Peggy Popham"
"Pegi Pike"
PMPfan13
"R&W Zen Creations"
"Rhodes Wedding Co."
"Rumination Jewelry"
"Ryan Bumgarner"
"Salina McCullough, The Mulberry Tree"
Sar
"Sarah Lambert"
"Scissor Kick Customs"
"Sheri Burch"
"Silver Cascades"
"Steed Hord"
"Sunshine Roland"
"Susan Buzard-Buchanan (Seeds of Light)"
"Sylvia McCollum"
"Symbology by Alice Scott"
"Tagua Chic"
"Taylor Metsker (Godessa Jewels)"
"Ten Rivers Jewelry"
"Terri Robinson"
"The Bolo Babe"
"The Goldsmith by Rudi"
"Theresa Reuter"
"Tom Mann"
"Toothsome Tentacles (Sarah Ray)"
Torched
"Tristan (Thompson) Davis"
"Tristan Davis"
"Vetiver Grayson"
"Vita Schneider"
"Young Crone Jewelry (Tiffany Payne)"
"Zest Jewelry"
Bethany
"Young Crone Jewelry"
"Katie Cahn"
"Kris Cox  with Kiki"
"Leah Magnum"
"Highland Gild"
"Robert Blanton"
"Rebecca Hecht"
"Forever timeless beads"
"Emma Zanetti"
"Xena Jaffe"
"Caesar Weasel"
"Michelle Alexander"
"SnowLux Steampunk"
"Thomas Frudd"
"Summer Merrit"
"Juni Whetstone"
"Anisha frasure"
"Brittany Auerman"
"Jacolyn Campbell"
"Jennifer Maldonado (Heavenly Treasures)"
"Evelyn Klein"
"Amber O’Brient"
"Colin Kirkman"
L
"Carrie Saunders"
"Shes crafty avl"
"llyn Strong"
"Got rocks nc"
"Cassidy Sidden (Rumination Jewelry)"
"The gem drop shop"
"Sara Brand"
"Alissa Torres"
"Sylvia McCullen"
"Tess Delaney (Tess Designs)"
"Sarah Peters"
"Norado Sloan"
Dunmovin
"melanie stjean"
"A brand New Adventure"
"Darcy Ward"
"Telle Ter Horst"
Sunshine
"Jenny McNeal"
"Zach Tolles"
"Courtney Haney"
"Luna Leigh"
"Ashley Elighnton"
"Hillary Frye"
"Chain Reaction Chainmail"
"Jewels that dance"
"Emily Rogstad"
"Reclaimed Finery"
"Brittany Sumner"
"Sage and Spirit Designs"
"tess Gizzi"
"Victoria Baker"
"Bridgette Pace"
"Powers Impressions"
"Amber Brigman"
"elizabeth hake"
"Susan Q Evon Weaverville"
"Righteous Rosey"
"summer merritt"
"Tiffany Payne"
"Janet Link"
"Alex Capps"
"Barbara Wilcox"
"Callisa Lawn"
"Crystal King"
"Damini Alspaugh (New Moon Magic)"
"Danny Wiley"
"Dean Wortas"
"Freckled Flower Club"
"Jana Taylor"
"Jeanne Rhodes-Moen"
"Jenny Benscher"
"Julianna Chioma"
"Kate Stockman of Kate Stockman Designs"
"Levi Reynolds"
"Ralph Brooks"
"Sonne Studios"
"Steven Berry"
"Still Water Deep"
"Amber O'Brien"
"Amelia Hamilton"
"Andrea Nyberg"
"Andrea Lithgow"
"Angelica Beck"
"Ashley Gandiza"
"Avermore by Aubrey Cecil"
"Botanical Tortise"
"Cameron Rentz"
"Celia Thurman"
"Cre Soto and Tracie King"
Creationivity
"David Achenbaugh - Blue Ridge Gems"
"Debbie Higdon"
"Diamond Thieves"
"dot Williams"
"Eileen Rickert"
"Dudley Budd"
"Elizabeth Veach (lust and lore)"
"Elizabeth Velasquez"
"Emma Olaf"
"Esaias Johnson"
"Erin cartee"
"Frankie Weaver"
"Fox and Beaux, Hillary"
"Fritz Young - Rings & Things"
"GG Brodsky"
"Gigi Brodsky"
"Henry Grimm"
"Hummingbird Studios"
"Jacqueline Comola"
"Jay Phiel"
"Jenell Wright"
"Jenna Gollberg"
"Jess Sparks"
"Jessie McNally"
"John Kiser"
"Kate Chassner"
"Kat Marquez"
"Katherine Simonetti"
"Kiera Boyd"
"Kia Keeney"
"Kristen Oxtoby"
"Kim Thompsonl"
"Lara Glass"
"Laurel McClure"
"Levi Livengood"
"Linda Girardi"
"Maddy Dent"
"Marisa Haggerty"
"Mountain metalworks Asheville"
"Nancy Nebenzahl"
"Nomadic Priestess"
"Nora McMullen"
"Of June"
"One Eyed Designs"
"Page Lily"
"Pez graves"
"Reems creek"
"Renee Green"
"River Town Metals"
"Rings and things"
"Sgili Pines - Kayla Davis"
"Shannon Lucas Jewelry"
"Shane smith"
"Sharon Anderson (TA ANDERSON GOLDSMITH) Highlands NC"
"Shauna moris"
"Sherri Burch, Studio 3"
"Skipping Pibbles Designs- Dot Williams"
"Sky Wynns"
"Somerset Designs"
"Stacy Davis"
"Susan Hibbits"
"Susan Mulvey"
"Telle of the Hills"
"Teri Reedy"
"Terrence Laughter"
"vorhees family"
"Wesley bowers"
"Zoe Rockingbear"
"Zoe dale"
