"Metaphysical Store / Supply Store"
Scooters
"fresh food market"
"Bass player (separate from guitar)"
"Yarn Shop"
"Separate comics and game shops"
"homegoods store, sustainable goods store"
"Massage Clinic"
"Hardware Store"
"crystals and gems"
"Rug store"
"Sporting Goods Store"
"Plant Shop"
"Local Events, Pop Up Markets, Pop Up Events"
"Asian grocery store"
"Shops for Adult Toy Collectors"
Black-owned
"Unique gifts"
"Auto body shops"
"food pantry"
"Pack & Ship Store"
"Nail Salon"
"Canoe/Kayak/Raft Retailer"
"Spice Shop"
"4x4 Custom Services"
"Art Supply Store"
"Asheville-Centric Gifts"
"Auto Maintenance"
"Auto Detailing"
"Art and Curios"
"Thrift Store"
"Candy Shop"
"Customer Service"
"Event Venue"
"Refill Store"
"Houseplant Shop"
"Sustainable Options Food Store"
"Cigar Shop"
"Educational Activities and Toys for Kids"
"Motorcycle Categories"
"Gun Shop"
"Car Salesman"
"Women’s Clothing, Asheville Boutique"
"Window Tint"
"Sport Card Shop"
"DVD/Blu-Ray Store"
"Nonprofit Thrift Store or Boutique"
Occult
"Seasonal Shop"
"Wine Shop"
"Auto Detailing Service"
"Sports Team"
Mechanic
"Break up the International Stores (ex: Asian Markets, Latin Tiendas)"
"Native Plant Store"
"Sports Gear"
"Coffee Shop"
"Trading Card Store"
"General Thrift Store, Magical/Metaphysical Shop"
"Too Many Categories"
"Store for Tourists"
"Wild Bird Food/Supplies"
"Cellphone Store"
"Kids Clothing"
"Mobile Auto Mechanic"
"Crystal Store"
"Separate Plant Shop / Flower Shop Category"
"Worst Auto Dealer"
"Best Shoe"
"Metaphysical Shop"
"Worst Car Dealership"
"Auto Mechanic (Individual)"
Skateshop
"Best Pop-up"
"Movie store"
"Different Categories for Game Stores: videos games, board games, collectable card gam"
"Different Categories for Game Stores: videos games, board games, collectable card games"
"Crystal/Metaphysical Store"
"Specialty Hobby Store"
"motorcycle shop"
"Alterations Shop"
"Shoe and clothing Repair"
"Best unique store"
"Watch shop, Camera/Photography Store"
"Museum Store"
"kitchen store"
"Best LOCAL gift shop that supports LOCALLY made gifts."
"Separate vintage and consignment categories , video store, local goods/artisan shop"
"Sustainable home store"
"Electric Bike Store"
"Greenhouse and Favorite local niche plant shop"
"magic the gathering store"
"Coin/gold buyer"
"Pop Up Markets, Pop Up Events"
"CBD & THC Store"
"Sports Cards"
"Hair salon"
"unique store"
"Bridal Boutique"
"seperate florist and plant shop- these are different and have different answers/nominations!"
"running store"
"Photo Printing and Restoration shop"
"art supplies store"
Nursery
"Video Store (or DVD Store)"
"Silly Festival"
"Clothing stores broken down by area; best upscale boutique"
dispensary
"Magic: the Gathering shop"
"A category for best retail greenhouse and a category for plant shop separate from florist"
bookseller
Dispensary/Hemp
"auto parts"
"instrument maker"
"Zero Waste Store and a Unique Selection Store"
"Craft store"
"Architectural salvage stores"
"wedding dress store"
