"Madison Cawthorn"
"Josh Sellers"
"Esther Manheimer"
Nyleen
"Chad Nesbitt"
"Ashley Kuper"
"Asheville City Council"
"Roy Cooper"
"Shawn Johnson"
"Asheville Police Department (APD)"
"Matty Garau"
"Peter   Martha Pollay"
"Doug Cegelis"
"Seth Walters"
"City Council"
"Zebulon Vance"
"David Forbes"
"Carl Mumpower"
"Natasha Noir Nightly"
"Priscilla Chambers"
"Raphael Morales"
"Gene Freeman"
"Kim Roney"
"Melissa Hedt (Asheville City Schools)"
"Eric Scheffer"
"COVID 20-21"
"Paige Borden"
"Asheville City Schools Central Office"
"Catalyst capital and crossroads development in west avl"
"Wanda Greene"
"Doug Edwards"
"Health Corporation of America (HCA)"
"Leslie and Associates"
"Thom Tillis"
"Dustin Spagnola"
"John Boyle"
Tourists
"News media"
"Katherine Van Marter"
"Will Hornaday"
"Biltmore Farms Development"
"Stu Helm"
"Drew Reisinger"
"Brownie Newman"
"Kim honey"
"Allen Lalor"
"Leah Craig Fieser / Brother Wolf"
"Gabriel Guyton"
"Sage Turner"
"Kallen DeHart"
"Asian Lady Beetles"
"bruce waller"
"Doris sellers and Michael lindenberg of AC Reynolds High School"
"Johnny Buck"
"Chuck Edwards"
"James Poesdel"
"Ed Israel"
"Jay siltzer"
"Jordan Siddons"
"Steve Anders"
bears
"chalmers brown"
"Rich Cundiff"
"Sandra Kilgore"
Floridians
"John Fleer"
"Luke tieman"
"Cindy loft"
"Brad Brenham"
"Skate Park Asshole"
"Sister Badhabit"
"Dennis Thies"
"Joshua Staley"
"Marcy Lanier"
"Rudolpho El Chivante"
"Chris Peterson"
"John Meece"
"Dean Pistor"
"Derek Boyd"
"Sean piper"
"Jonas Gerard"
"Deputy Superintendent of ACS"
"Todd Williams"
"Taylor Frantz"
"Tom Leslie"
"Ron Paulus"
"David Saich"
"Head of the water department"
"George Morosani (landlord)"
"Honor Moor"
"The homeless"
"Nathan Riddick"
"Landon the Mailman Morgan"
"Stephan Pruitt"
"Lauren Steiner"
"Sidney Powell"
"Julie Caro"
"Jasmine Gomez"
"People approving all the apartments"
"Andrew Crosson"
"Shay Brown"
"Trust funds"
"The people that wave the jesus flags"
"Justin Franklin"
"Mike Piroli"
