"Willow Hill Soap Co. ( Canton & Hendersonville)"
"C&Co. Handcrafted Skincare (C & Co., C and Co.)"
"Faerie Made (Fairy Made)"
"Bonny Bath"
"Asheville Soap Co."
"Land of the Sky Blends"
"Cara Mae Potter's Skin Butter"
"Stoned Witch, The Stoned Witch llc"
"Serenity  Scott"
"Asheville Bee Charmer"
"Mountains to Sea"
"Lip Lube, Essential Journeys"
"Sarah Becker"
"Hazelwood Soap Co. - Waynesville"
"Appalachian Natural Soaps"
"Bella & Oliver Soap Co."
"Earth Echoes"
"The Quill and Honey"
"Everyday Oil"
"Black Mountain Man Soaps"
"Citizen Bloom Botanics (formerly Herban Co.)"
"Franny's Farmacy (Franny's Farm)"
"Mountain Trail Soap Company"
"Debra Maslowski"
"Quill and Honey, The"
"Virtu Skin and Body"
"Natura Activ"
"Sasquatch soaps"
"Little Jaybird Farm"
Apothepurity
"Bella Fine Jewelry and Piercing"
"Cindi's Sacred Garden - Cindi Quay"
ZenJenSkin
"Sister of Mother Earth"
"Beth Herdman/ Dancing Woods Farm (sells at North Asheville Tailgate Market)"
"Blue Ridge Hemp Co."
Privai
"Bonnie Bell Rosewater"
"Sweet Abode Artisan Soap"
"Essential Journeys (Kimberly Masters) herbal salves"
"Wise Earth Way"
Theraworx
"Doctor Delia (Dr Delia, Dr. Delia)"
"Puradiance (Krista Gargano)"
"Be Well Black Mountain"
"Gratia Botanica"
"Stump Farms"
"Roam House"
"The refill store"
Meta-Flora
"Land of Blue Mist"
"Alchemy: Acupuncture, Massage, Nourishment"
"Element Tree Essentials"
"Ariel Halka (Orchid Moon)"
"Appalachian Wyld Botanicals (App Wyld)"
"Heilbron Herbs"
"Nic Fox"
"The Appalachian Goat"
"Alan Dumond"
"Pam Carver"
"Evoke Vitality"
"Tina glenn"
"Cullowheegee Farms"
"Two Trees Herbals"
"Vetiver Grayson"
"Wintress Daughter"
"Iris Folk Medicinals"
"Brother Nature Beards"
"To the Brim Refill Store"
"Your Mother’s Medicine"
"Chaneckie Black"
"Looking Glass Apothecary"
"Jennifer Montgomery"
"Soul Thrive Apothecary"
"Gratia Botanica Blue Cactus Melting Balm"
"Abracadabra Botanticals"
"Amanda Souther (Archaeus Apothecary)"
"Appalachian Standard"
"Archaeus Apothocary"
"Asheville salt cave"
"Ayurvedic institute"
"calamus and honey"
"De La Terre"
"esther sabatino"
"GlenHill Soap"
"Gordia Robinson"
"jenna tosi"
"Narayana Inc."
"punk and Dandy"
"Pure Appalachia"
"Red Moon Herbs"
"Sauna house"
"Shannon Trim"
Shecology
"Skin Spa"
Strawflower
"The Cool Aunt"
"The Healer in the Woods"
"Windy hill farm goat soap"
"Wounded Warrior ointment"
"Zen Skincare"
